#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-05T08:57:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-05T08:57:08	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out.all&-out.max=99999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[1/2352] Running sequence number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA1	(F6.2)	[0.08/180]? "sersic" position angle (3)	[ucd=pos.posAng]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f2	(F6.3)	[0.02/1]? "edgedisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu02	(F6.3)	[11.8/24.6]? "edgedisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	PA2	(F6.2)	[-90/90]? "edgedisk" PA	[ucd=pos.posAng]
#Column	hr2	(F6.2)	[1/153]? "edgedisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	hz2	(F5.2)	[0.003/39]? "edgedisk" z-scale h_z_	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA3	(F6.2)	[-90/90]? "expdisk" position angle (3)	[ucd=pos.posAng]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	f4	(F6.3)	[0.003/0.6]? "ferrer2" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu04	(F6.3)	[16/24.8]? "ferrer2" central surface sky brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	q4	(F6.3)	[0.01/1]? "ferrer2" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA4	(F6.2)	[-90/90]? "ferrer2" position angle (3)	[ucd=pos.posAng]
#Column	Rbar	(F6.2)	[3.7/232.5]? "ferrer2" outer truncation radius of the bar (R_bar_)	[ucd=phys.size.radius]
#Column	f5	(F6.3)	[0.001/0.4]? "psf" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag5	(F6.3)	[11.5/21.1]? "psf" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
recno	Seq	Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	PA1	Re	n	f2	mu02	PA2	hr2	hz2	f3	mag3	q3	PA3	hr3	mu03	f4	mu04	q4	PA4	Rbar	f5	mag5
    2897	1394	NGC5297   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.943	11.339	 0.282	-33.75	 25.87	20.398	      	      	      	      	      	      	
    2898	1394	NGC5297   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.024	21.743	 0.362	-15.09	 31.50	      	
    2899	1395	NGC5300   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.986	11.540	 0.645	-30.28	 33.03	21.130	      	      	      	      	      	      	
    2900	1395	NGC5300   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.009	20.478	 0.538	-20.22	  7.98	      	
    2901	1395	NGC5300   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.005	17.298
    2902	1396	NGC5301   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.995	11.335	 0.201	-28.87	 27.55	20.531	      	      	      	      	      	      	
    2903	1396	NGC5301   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.005	16.990
    2904	1397	NGC5304   	_b      	1	5	B      	sersic  	 1.000	11.625	 0.671	138.39	 40.26	 5.531	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2905	1398	NGC5311   	_bd     	2	5	B      	sersic  	 0.783	11.773	 0.696	103.28	 19.32	 4.665	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2906	1398	NGC5311   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.217	13.182	 0.814	-89.44	 30.48	22.597	      	      	      	      	      	      	
    2907	1399	NGC5313   	_bd     	2	5	B      	sersic  	 0.093	13.853	 0.425	 38.64	  1.76	 0.499	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2908	1399	NGC5313   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.907	11.380	 0.578	 46.23	 12.32	18.829	      	      	      	      	      	      	
    2909	1400	NGC5320   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.986	12.157	 0.481	 17.47	 16.21	20.201	      	      	      	      	      	      	
    2910	1400	NGC5320   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.014	16.764
    2911	1401	NGC5326   	_bd     	2	4	B      	sersic  	 0.807	11.239	 0.479	132.67	 56.31	10.663	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2912	1401	NGC5326   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.193	13.000	 0.509	-45.73	 10.04	20.005	      	      	      	      	      	      	
    2913	1402	NGC5334   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.990	11.598	 0.760	 15.12	 33.55	21.222	      	      	      	      	      	      	
    2914	1402	NGC5334   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.010	21.542	 0.331	 50.36	 16.50	      	
    2915	1402	NGC5334   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.001	19.705
    2916	1403	NGC5336   	_dd     	2	5	B      	sersic  	 0.103	15.834	 0.362	 60.81	  7.44	 3.539	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2917	1403	NGC5336   	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.897	13.491	 0.806	-78.58	  7.91	19.977	      	      	      	      	      	      	
    2918	1404	NGC5337   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.933	12.524	 0.467	 21.87	 10.88	19.704	      	      	      	      	      	      	
    2919	1404	NGC5337   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.047	18.717	 0.114	 38.63	 11.25	      	
    2920	1404	NGC5337   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.020	16.716
    2921	1405	NGC5338   	_bdbar  	3	5	B      	sersic  	 0.220	14.574	 0.520	120.31	  5.40	 4.336	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2922	1405	NGC5338   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.693	13.326	 0.483	-86.54	 18.39	21.644	      	      	      	      	      	      	
    2923	1405	NGC5338   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.087	21.650	 0.538	-54.91	 21.84	      	
    2924	1406	NGC5339   	_bdbarf 	3	5	B      	sersic  	 0.051	15.062	 0.751	 64.83	  1.14	 2.702	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2925	1406	NGC5339   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.904	11.935	 0.780	 47.92	 20.96	20.537	      	      	      	      	      	      	
    2926	1406	NGC5339   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.045	20.961	 0.297	 87.25	 25.50	      	
    2927	1407	NGC5346   	_bd     	2	5	B      	sersic  	 0.073	16.359	 0.605	169.48	  6.51	 0.811	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2928	1407	NGC5346   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.927	13.594	 0.459	-21.06	 16.94	21.734	      	      	      	      	      	      	
    2929	1408	NGC5347   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.590	12.414	 0.922	 89.41	 15.16	20.313	      	      	      	      	      	      	
    2930	1408	NGC5347   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.085	20.633	 0.298	-79.61	 30.00	      	
    2931	1408	NGC5347   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.325	13.063
    2932	1409	NGC5348   	_zz     	2	4	D      	edgedisk	      	      	      	      	      	      	 0.172	20.047	 -0.23	  6.78	 2.57	      	      	      	      	      	      	      	      	      	      	      	      	
    2933	1409	NGC5348   	_zz     	2	4	D      	edgedisk	      	      	      	      	      	      	 0.828	21.183	 -2.35	 41.22	 7.73	      	      	      	      	      	      	      	      	      	      	      	      	
    2934	1410	NGC5350   	_bdbarf 	3	5	B      	sersic  	 0.029	14.809	 0.636	 30.28	  1.55	 1.266	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2935	1410	NGC5350   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.927	11.043	 0.638	 43.68	 25.00	20.028	      	      	      	      	      	      	
    2936	1410	NGC5350   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.044	19.632	 0.417	-55.81	 17.25	      	
    2937	1413	NGC5355   	_bdbar  	3	5	B      	sersic  	 0.654	13.321	 0.697	  8.41	  9.80	 5.639	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2938	1413	NGC5355   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.228	14.495	 0.550	 50.41	 12.85	22.035	      	      	      	      	      	      	
    2939	1413	NGC5355   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.118	21.077	 0.581	 -4.59	 19.06	      	
    2940	1414	NGC5356   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.996	11.776	 0.185	 15.39	 26.30	20.872	      	      	      	      	      	      	
    2941	1414	NGC5356   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.004	17.902
    2942	1415	NGC5360   	_bz     	2	5	B      	sersic  	 0.824	13.549	 0.396	 68.09	 46.57	 0.985	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2943	1415	NGC5360   	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	 0.176	20.212	 69.17	  8.50	 1.85	      	      	      	      	      	      	      	      	      	      	      	      	
    2944	1416	NGC5362   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.984	12.421	 0.417	 80.81	 14.31	20.195	      	      	      	      	      	      	
    2945	1416	NGC5362   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.016	16.894
    2946	1417	NGC5363   	_b      	1	5	B      	sersic  	 1.000	 9.066	 0.749	132.25	 74.12	 5.623	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2947	1418	NGC5364   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.870	10.312	 0.672	 35.64	 53.69	20.956	      	      	      	      	      	      	
    2948	1418	NGC5364   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.127	12.407	 0.576	 46.74	 15.56	20.362	      	      	      	      	      	      	
    2949	1418	NGC5364   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.004	16.291
    2950	1419	NGC5371   	_bd     	2	5	B      	sersic  	 0.082	12.788	 0.885	 48.84	  4.00	 1.462	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2951	1419	NGC5371   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.918	10.160	 0.800	 15.66	 35.08	19.881	      	      	      	      	      	      	
    2952	1420	NGC5375   	_bdbarfn	4	5	B      	sersic  	 0.103	13.994	 0.761	  1.08	  4.18	 1.228	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2953	1420	NGC5375   	_bdbarfn	4	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.737	11.854	 0.868	-20.74	 27.25	21.026	      	      	      	      	      	      	
    2954	1420	NGC5375   	_bdbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.134	20.044	 0.427	-10.03	 27.75	      	
    2955	1420	NGC5375   	_bdbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.026	15.503
    2956	1421	NGC5376   	_bd     	2	5	B      	sersic  	 0.048	14.927	 0.566	 63.87	  1.87	 0.949	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2957	1421	NGC5376   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.952	11.679	 0.584	 64.01	 14.21	19.437	      	      	      	      	      	      	
    2958	1422	NGC5377   	_bdbar  	3	4	B      	sersic  	 0.394	11.732	 0.598	 35.71	 10.88	 3.322	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2959	1422	NGC5377   	_bdbar  	3	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.327	11.922	 0.539	 26.43	 52.55	22.521	      	      	      	      	      	      	
    2960	1422	NGC5377   	_bdbar  	3	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.279	20.947	 0.270	 45.30	110.26	      	
    2961	1423	NGC5383   	_ddbarfn	4	5	D      	sersic  	 0.184	12.833	 0.470	 76.86	 10.02	 0.407	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2962	1423	NGC5383   	_ddbarfn	4	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.713	11.357	 0.822	-69.41	 26.77	20.490	      	      	      	      	      	      	
    2963	1423	NGC5383   	_ddbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.085	21.205	 0.393	-53.92	 50.25	      	
    2964	1423	NGC5383   	_ddbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.018	15.366
    2965	1424	NGC5403   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.494	17.119	-41.16	 10.33	 1.40	      	      	      	      	      	      	      	      	      	      	      	      	
    2966	1424	NGC5403   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.478	20.047	-30.87	 26.08	10.60	      	      	      	      	      	      	      	      	      	      	      	      	
    2967	1424	NGC5403   	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.028	15.343
    2968	1425	NGC5422   	_bz     	2	4	B      	sersic  	 0.577	11.943	 0.562	155.47	 10.89	 4.466	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2969	1425	NGC5422   	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.423	19.810	-27.56	 24.31	 6.70	      	      	      	      	      	      	      	      	      	      	      	      	
    2970	1426	NGC5425   	_bd     	2	5	B      	sersic  	 0.024	17.391	 0.283	130.62	  3.21	 0.788	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2971	1426	NGC5425   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.976	13.376	 0.327	-53.31	 13.07	20.954	      	      	      	      	      	      	
    2972	1427	NGC5426   	_dd     	2	3	D      	sersic  	 0.761	11.811	 0.465	178.99	 34.19	 3.127	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2973	1427	NGC5426   	_dd     	2	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.239	13.096	 0.502	-10.22	 23.95	21.987	      	      	      	      	      	      	
    2974	1428	NGC5427   	_bd     	2	5	B      	sersic  	 0.103	13.420	 0.861	 52.58	  4.26	 2.171	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2975	1428	NGC5427   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.897	11.068	 0.905	 71.64	 20.97	19.671	      	      	      	      	      	      	
    2976	1429	NGC5430   	_bdbarf 	3	5	B      	sersic  	 0.211	12.953	 0.511	 17.80	  2.79	 0.310	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2977	1429	NGC5430   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.611	11.795	 0.662	  3.81	 18.18	20.089	      	      	      	      	      	      	
    2978	1429	NGC5430   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.178	19.114	 0.385	-29.06	 24.75	      	
    2979	1430	NGC5443   	_bdbar  	3	5	B      	sersic  	 0.144	13.608	 0.705	 44.46	  3.37	 3.882	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2980	1430	NGC5443   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.568	12.117	 0.375	 35.06	 29.14	21.435	      	      	      	      	      	      	
    2981	1430	NGC5443   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.289	20.621	 0.294	 43.05	 64.62	      	
    2982	1431	NGC5448   	_bdbar  	3	5	B      	sersic  	 0.282	12.517	 0.580	102.34	  7.86	 4.819	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    2983	1431	NGC5448   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.358	12.250	 0.417	-69.81	 41.13	22.316	      	      	      	      	      	      	
